Region,State,Pincode,Year,Quarter,Total_transaction_count,Total_transaction_amount
Central Region,Madhya Pradesh,474003,2021,Q2,1462678,3035718857.693515
Central Region,Madhya Pradesh,462022,2021,Q2,1427896,1878688339.995509
Central Region,Madhya Pradesh,462008,2021,Q3,74987334,111259178579.96481
Central Region,Madhya Pradesh,452005,2021,Q3,22164070,34600062075.11777
Central Region,Madhya Pradesh,452010,2021,Q3,4126900,5116995913.025614
Central Region,Madhya Pradesh,462001,2021,Q3,4073176,6413114865.672185
Central Region,Madhya Pradesh,482001,2021,Q3,4031874,6533062681.252631
Central Region,Madhya Pradesh,452001,2021,Q3,3814262,4939628151.9133415
Central Region,Madhya Pradesh,455001,2021,Q3,3411019,5155527776.477329
Central Region,Madhya Pradesh,452016,2021,Q3,2531200,3787124072.2546887
Central Region,Madhya Pradesh,482002,2021,Q3,2368726,4169091721.011275
Central Region,Madhya Pradesh,452020,2021,Q3,2340962,2917120877.2309227
Central Region,Madhya Pradesh,462008,2021,Q4,97987017,145639258182.99155
Central Region,Madhya Pradesh,452005,2021,Q4,29248862,46290695147.06075
Central Region,Madhya Pradesh,452010,2021,Q4,5218813,6467043620.67884
Central Region,Madhya Pradesh,452001,2021,Q4,5218642,6458915106.776723
Central Region,Madhya Pradesh,482001,2021,Q4,5053220,8127214279.304961
Central Region,Madhya Pradesh,462001,2021,Q4,4713553,7350145336.897413
Central Region,Madhya Pradesh,455001,2021,Q4,4258695,6645714914.574454
Central Region,Madhya Pradesh,452016,2021,Q4,3186800,4819897276.049288
Central Region,Madhya Pradesh,482002,2021,Q4,3144266,5557372411.427554
Central Region,Madhya Pradesh,452020,2021,Q4,3140760,3797721234.7283487
Central Region,Madhya Pradesh,462008,2022,Q1,119378084,172143368941.89307
Central Region,Madhya Pradesh,452005,2022,Q1,31734667,48510760291.24387
Central Region,Madhya Pradesh,452010,2022,Q1,5959407,7263031626.194959
Central Region,Madhya Pradesh,452001,2022,Q1,5914289,7022464203.9865265
Central Region,Madhya Pradesh,482001,2022,Q1,5835918,9193584003.745905
Central Region,Madhya Pradesh,462001,2022,Q1,5434974,8295117043.417895
Central Region,Madhya Pradesh,455001,2022,Q1,4842367,7496773908.540472
Central Region,Madhya Pradesh,452020,2022,Q1,3814949,4530100209.355485
Central Region,Madhya Pradesh,452016,2022,Q1,3736352,5627028238.401191
Central Region,Madhya Pradesh,482002,2022,Q1,3535166,6311233940.343891
Central Region,Madhya Pradesh,462008,2022,Q2,137837715,198147341166.69937
Central Region,Madhya Pradesh,452005,2022,Q2,32975727,49649233331.68253
Central Region,Madhya Pradesh,452010,2022,Q2,7218657,8588780339.697897
Central Region,Madhya Pradesh,452001,2022,Q2,7076259,8193327848.437268
Central Region,Madhya Pradesh,482001,2022,Q2,7032988,10760742332.972424
Central Region,Madhya Pradesh,462001,2022,Q2,6697994,10032979289.040089
Central Region,Madhya Pradesh,455001,2022,Q2,5419403,8410015999.6397705
Central Region,Madhya Pradesh,452016,2022,Q2,4554580,6766903710.683275
Central Region,Madhya Pradesh,452020,2022,Q2,4540833,5308580645.850723
Central Region,Madhya Pradesh,482002,2022,Q2,4137398,7303848628.662529
Central Region,Madhya Pradesh,480001,2022,Q3,164538285,229267141662.06653
Central Region,Madhya Pradesh,452005,2022,Q3,77073821,101859170927.72552
Central Region,Madhya Pradesh,462001,2022,Q3,71155689,88368119988.3176
Central Region,Madhya Pradesh,462008,2022,Q3,45855523,61686718219.72676
Central Region,Madhya Pradesh,452001,2022,Q3,7471847,8380329351.691161
Central Region,Madhya Pradesh,452010,2022,Q3,7434496,8613771374.952038
Central Region,Madhya Pradesh,482001,2022,Q3,7298840,10084918117.362762
Central Region,Madhya Pradesh,455001,2022,Q3,5949409,8464115413.365906
Central Region,Madhya Pradesh,452016,2022,Q3,4729334,6525836937.885269
Central Region,Madhya Pradesh,452020,2022,Q3,4724444,5158456072.730925
Central Region,Madhya Pradesh,480001,2022,Q4,240053791,341860974379.64307
Central Region,Madhya Pradesh,462001,2022,Q4,97808901,128469913290.68195
Central Region,Madhya Pradesh,452005,2022,Q4,87303087,120221960106.04953
Central Region,Madhya Pradesh,462008,2022,Q4,47477990,64112954199.65948
Central Region,Madhya Pradesh,452010,2022,Q4,8385618,9603879189.200314
Central Region,Madhya Pradesh,452001,2022,Q4,8324463,9357366072.945831
Central Region,Madhya Pradesh,484001,2022,Q4,7999283,10647567573.56091
Central Region,Madhya Pradesh,455001,2022,Q4,6345033,9374516187.892769
Central Region,Madhya Pradesh,482001,2022,Q4,6308229,8847328414.794556
Central Region,Madhya Pradesh,456006,2022,Q4,5717266,8822242705.533184
Western Region,Maharashtra,400008,2018,Q1,2227885,3105208723.475169
Western Region,Maharashtra,411001,2018,Q1,1055656,1413523605.5956619
Western Region,Maharashtra,411057,2018,Q1,168299,280533305.27763397
Western Region,Maharashtra,410501,2018,Q1,156090,192733705.886016
Western Region,Maharashtra,400606,2018,Q1,121105,201559877.88188544
Western Region,Maharashtra,411033,2018,Q1,118850,165427380.13732243
Western Region,Maharashtra,411014,2018,Q1,114748,209175471.82276022
Western Region,Maharashtra,431003,2018,Q1,104719,116259679.45781952
Western Region,Maharashtra,411041,2018,Q1,101787,119594030.23584342
Western Region,Maharashtra,421302,2018,Q1,95135,137262044.1129402
Western Region,Maharashtra,400008,2018,Q2,2631405,4703762207.003538
Western Region,Maharashtra,411001,2018,Q2,1316115,2145613783.5507014
Western Region,Maharashtra,411057,2018,Q2,242519,422304488.8299024
Western Region,Maharashtra,410501,2018,Q2,218820,316770191.1098889
Western Region,Maharashtra,411014,2018,Q2,166457,324218025.22867304
Western Region,Maharashtra,411033,2018,Q2,157641,261252656.0200929
Western Region,Maharashtra,400606,2018,Q2,148846,279715772.85043585
Western Region,Maharashtra,421302,2018,Q2,135128,270573714.7319163
Western Region,Maharashtra,411041,2018,Q2,133107,189328050.52410924
Western Region,Maharashtra,431003,2018,Q2,130057,200245075.75779852
Western Region,Maharashtra,400008,2018,Q3,3111609,5436005565.196791
Western Region,Maharashtra,411001,2018,Q3,1689517,2829639683.4067717
Western Region,Maharashtra,410501,2018,Q3,508646,591587000.3501817
Western Region,Maharashtra,411057,2018,Q3,422874,611270873.2667295
Western Region,Maharashtra,411014,2018,Q3,265735,483326747.3794536
Western Region,Maharashtra,411033,2018,Q3,238408,390743516.5145781
Western Region,Maharashtra,431003,2018,Q3,204502,302541720.1772945
Western Region,Maharashtra,421302,2018,Q3,201404,447312674.99639803
Western Region,Maharashtra,411028,2018,Q3,200254,344862780.4685549
Western Region,Maharashtra,411041,2018,Q3,189200,286384151.7948901
Western Region,Maharashtra,400008,2018,Q4,4586309,8474903607.1238575
Western Region,Maharashtra,411001,2018,Q4,2176631,3917444399.4306126
Western Region,Maharashtra,411057,2018,Q4,652006,884095179.2798569
Western Region,Maharashtra,410501,2018,Q4,518442,769817705.9044026
Western Region,Maharashtra,411014,2018,Q4,420715,700159714.8560562
Western Region,Maharashtra,421302,2018,Q4,400213,785501091.8436023
Western Region,Maharashtra,411028,2018,Q4,376373,529931830.9797609
Western Region,Maharashtra,411033,2018,Q4,344206,531815628.96831757
Western Region,Maharashtra,400708,2018,Q4,314305,368619264.9520594
Western Region,Maharashtra,400072,2018,Q4,289541,484031730.62145823
Western Region,Maharashtra,400008,2019,Q1,6494529,10238553958.763014
Western Region,Maharashtra,411006,2019,Q1,5641935,9202990658.01836
Western Region,Maharashtra,411001,2019,Q1,2376027,3441020708.2644687
Western Region,Maharashtra,411057,2019,Q1,1291680,1352213398.9662242
Western Region,Maharashtra,410501,2019,Q1,936769,1088531393.1142068
Western Region,Maharashtra,411033,2019,Q1,705098,796780363.891503
Western Region,Maharashtra,411014,2019,Q1,703615,1011657285.7105505
Western Region,Maharashtra,421302,2019,Q1,650588,1016319465.7605121
Western Region,Maharashtra,411028,2019,Q1,593884,747314892.8314726
Western Region,Maharashtra,411041,2019,Q1,578580,575340284.1574556
Western Region,Maharashtra,411006,2019,Q2,22544991,34073354893.758354
Western Region,Maharashtra,400008,2019,Q2,6827030,12401411002.36563
Western Region,Maharashtra,411057,2019,Q2,2165856,1701151988.4702284
Western Region,Maharashtra,411033,2019,Q2,1250933,1052200366.1481376
Western Region,Maharashtra,411014,2019,Q2,1105699,1253903071.6756992
Western Region,Maharashtra,411041,2019,Q2,994726,710421676.6720306
Western Region,Maharashtra,411028,2019,Q2,822458,919595179.7844033
Western Region,Maharashtra,410501,2019,Q2,816802,1127101247.649397
Western Region,Maharashtra,411046,2019,Q2,736036,711637511.4949976
Western Region,Maharashtra,440002,2019,Q2,684074,1196325635.67382
Western Region,Maharashtra,411006,2019,Q3,25995035,42031275308.282005
Western Region,Maharashtra,400008,2019,Q3,7234595,14467758895.186302
Western Region,Maharashtra,411057,2019,Q3,4113075,2568524077.835992
Western Region,Maharashtra,411033,2019,Q3,2374065,1596921146.357568
Western Region,Maharashtra,411014,2019,Q3,2158511,1880558906.2308745
Western Region,Maharashtra,411041,2019,Q3,1863384,1151240194.4651384
Western Region,Maharashtra,411028,2019,Q3,1473236,1359277972.777671
Western Region,Maharashtra,411046,2019,Q3,1399162,1112254282.503057
Western Region,Maharashtra,411038,2019,Q3,1367646,963376797.4875424
Western Region,Maharashtra,410501,2019,Q3,1268839,1480979342.3825912
Western Region,Maharashtra,411006,2019,Q4,32779718,51360244641.273315
Western Region,Maharashtra,400008,2019,Q4,10498727,22289347327.905037
Western Region,Maharashtra,411057,2019,Q4,5242853,3141185779.034028
Western Region,Maharashtra,411004,2019,Q4,4505845,5714251438.585219
Western Region,Maharashtra,411014,2019,Q4,3033141,2406336857.5454073
Western Region,Maharashtra,411033,2019,Q4,3008684,2018214638.8403163
Western Region,Maharashtra,411041,2019,Q4,2544534,1467560436.8215373
Western Region,Maharashtra,411028,2019,Q4,1970393,1750661972.7623062
Western Region,Maharashtra,411046,2019,Q4,1918669,1432422961.6746247
Western Region,Maharashtra,411038,2019,Q4,1808324,1188240881.385167
Western Region,Maharashtra,411004,2020,Q1,43278566,64894935103.99599
Western Region,Maharashtra,400070,2020,Q1,10817537,21066837485.651253
Western Region,Maharashtra,411057,2020,Q1,5637564,3498481662.551411
Western Region,Maharashtra,411014,2020,Q1,3577288,2709270512.58689
Western Region,Maharashtra,411033,2020,Q1,3338361,2293643428.210578
Western Region,Maharashtra,411041,2020,Q1,2822563,1654901853.7680151
Western Region,Maharashtra,440012,2020,Q1,2572365,5224820485.536901
Western Region,Maharashtra,411046,2020,Q1,2258157,1670905373.9413047
Western Region,Maharashtra,411028,2020,Q1,2249726,1954542698.8450613
Western Region,Maharashtra,410501,2020,Q1,2085583,2215056414.553487
Western Region,Maharashtra,411004,2020,Q2,27617700,58352702890.56201
Western Region,Maharashtra,400070,2020,Q2,6133707,13985785942.628002
Western Region,Maharashtra,444510,2020,Q2,1773268,4869612765.548667
Western Region,Maharashtra,440012,2020,Q2,1695433,4365896358.668893
Western Region,Maharashtra,411057,2020,Q2,1566812,1588831343.3615618
Western Region,Maharashtra,411033,2020,Q2,1473583,1470500760.125216
Western Region,Maharashtra,410501,2020,Q2,1370197,1438917505.312336
Western Region,Maharashtra,421302,2020,Q2,1268368,1772795394.7374768
Western Region,Maharashtra,411014,2020,Q2,1246164,1342419964.1812515
Western Region,Maharashtra,431003,2020,Q2,1144503,1537431832.653778
Western Region,Maharashtra,411004,2020,Q3,49082232,94100767700.43585
Western Region,Maharashtra,400070,2020,Q3,9322422,19921445454.627357
Western Region,Maharashtra,410501,2020,Q3,2801571,3007329077.40823
Western Region,Maharashtra,411033,2020,Q3,2579266,2455050777.865257
Western Region,Maharashtra,411057,2020,Q3,2246332,1998570489.5234246
Western Region,Maharashtra,411014,2020,Q3,2096814,2005776005.6437986
Western Region,Maharashtra,431001,2020,Q3,1958007,3661800243.2774534
Western Region,Maharashtra,431003,2020,Q3,1924441,2632272615.053278
Western Region,Maharashtra,440012,2020,Q3,1886074,4404411879.502844
Western Region,Maharashtra,411041,2020,Q3,1815596,1737159508.2047925
Western Region,Maharashtra,411004,2020,Q4,48628369,83733590846.6026
Western Region,Maharashtra,400070,2020,Q4,10292942,19437071904.383442
Western Region,Maharashtra,410501,2020,Q4,5088128,4921388816.8259945
Western Region,Maharashtra,444510,2020,Q4,4444889,10914140072.251568
Western Region,Maharashtra,411033,2020,Q4,4384385,3846739778.821233
Western Region,Maharashtra,411014,2020,Q4,4117739,3458693807.9549103
Western Region,Maharashtra,411057,2020,Q4,3737410,3034627308.599435
Western Region,Maharashtra,431003,2020,Q4,3183797,4104217114.676458
Western Region,Maharashtra,411041,2020,Q4,3105570,2764392022.9529486
Western Region,Maharashtra,411046,2020,Q4,3049281,3141625296.983733
Western Region,Maharashtra,411004,2021,Q1,99287169,142692099313.189
Western Region,Maharashtra,400070,2021,Q1,25090098,39416189451.46673
Western Region,Maharashtra,444510,2021,Q1,14752939,29459240170.90883
Western Region,Maharashtra,410501,2021,Q1,5597174,5283710135.059421
Western Region,Maharashtra,411033,2021,Q1,5167231,4454661003.7049465
Western Region,Maharashtra,411014,2021,Q1,5011718,4006389874.363821
Western Region,Maharashtra,411057,2021,Q1,4560933,3672139833.675662
Western Region,Maharashtra,411041,2021,Q1,3970507,3298137065.526967
Western Region,Maharashtra,440012,2021,Q1,3927031,7099760065.066556
Western Region,Maharashtra,411046,2021,Q1,3668053,3582816058.737564
Western Region,Maharashtra,411004,2021,Q2,120795663,186134320440.93646
Western Region,Maharashtra,400070,2021,Q2,27988960,44355645215.55112
Western Region,Maharashtra,444510,2021,Q2,25401557,51689666317.88881
Western Region,Maharashtra,410501,2021,Q2,5820240,5718928168.939413
Western Region,Maharashtra,440012,2021,Q2,4911423,9162320983.838173
Western Region,Maharashtra,411033,2021,Q2,4333078,4447067830.754314
Western Region,Maharashtra,431001,2021,Q2,4313072,7018036781.23728
Western Region,Maharashtra,411014,2021,Q2,3826381,3573102470.8404264
Western Region,Maharashtra,412105,2021,Q2,3522643,4155458263.9432354
Western Region,Maharashtra,411057,2021,Q2,3471054,3320265998.5346704
Western Region,Maharashtra,411004,2021,Q3,155523883,217400690972.0777
Western Region,Maharashtra,444510,2021,Q3,45378525,84950919432.04364
Western Region,Maharashtra,400070,2021,Q3,35253876,52493227092.60605
Western Region,Maharashtra,410501,2021,Q3,8483378,7512931034.073682
Western Region,Maharashtra,431001,2021,Q3,6658569,9795663070.657686
Western Region,Maharashtra,411033,2021,Q3,6391773,5955974410.850868
Western Region,Maharashtra,411014,2021,Q3,6153220,5254893792.249605
Western Region,Maharashtra,411057,2021,Q3,5518690,4869776610.609431
Western Region,Maharashtra,440012,2021,Q3,5494787,9251767919.822668
Western Region,Maharashtra,412105,2021,Q3,5234434,5620948987.57558
Western Region,Maharashtra,411004,2021,Q4,185423020,259406175394.85846
Western Region,Maharashtra,444510,2021,Q4,55162139,103212697006.96255
Western Region,Maharashtra,400070,2021,Q4,50340367,73187916008.75829
Western Region,Maharashtra,410501,2021,Q4,10198767,9264010974.618313
Western Region,Maharashtra,431001,2021,Q4,8557377,12404503527.716852
Western Region,Maharashtra,411014,2021,Q4,7890419,6868558294.36281
Western Region,Maharashtra,411033,2021,Q4,7862205,7410840168.559816
Western Region,Maharashtra,411057,2021,Q4,7136353,6247408883.821518
Western Region,Maharashtra,431003,2021,Q4,6407291,8067351256.978017
Western Region,Maharashtra,412105,2021,Q4,6367461,6993658658.829407
Western Region,Maharashtra,411004,2022,Q1,209101358,285005833904.6318
Western Region,Maharashtra,444510,2022,Q1,69862188,129741278088.80705
Western Region,Maharashtra,400070,2022,Q1,56011211,80794740859.51787
Western Region,Maharashtra,410501,2022,Q1,11640038,10636624234.637459
Western Region,Maharashtra,431001,2022,Q1,9825891,13805827491.422024
Western Region,Maharashtra,411033,2022,Q1,9348861,8590526583.137423
Western Region,Maharashtra,411014,2022,Q1,9059263,7848200047.69926
Western Region,Maharashtra,411057,2022,Q1,8561602,7472972778.678108
Western Region,Maharashtra,412105,2022,Q1,7459104,8159684878.294653
Western Region,Maharashtra,421302,2022,Q1,7450111,11482329394.52514
Western Region,Maharashtra,411004,2022,Q2,262731186,356436998068.0399
Western Region,Maharashtra,444510,2022,Q2,93575752,168031360482.0629
Western Region,Maharashtra,400070,2022,Q2,67786894,95416331928.65605
Western Region,Maharashtra,410501,2022,Q2,13236910,11874309798.75892
Western Region,Maharashtra,411014,2022,Q2,11697920,10026764352.969936
Western Region,Maharashtra,411057,2022,Q2,11622532,9909192948.653673
Western Region,Maharashtra,431001,2022,Q2,11357036,15940998114.996466
Western Region,Maharashtra,411033,2022,Q2,11248321,10137475801.06741
Western Region,Maharashtra,411041,2022,Q2,8733671,7423109581.111521
Western Region,Maharashtra,412105,2022,Q2,8602663,9347399710.593971
Western Region,Maharashtra,411033,2022,Q3,217102802,241609848561.36984
Western Region,Maharashtra,400070,2022,Q3,137051260,170363147506.6858
Western Region,Maharashtra,400008,2022,Q3,49814056,65788617891.76341
Western Region,Maharashtra,411004,2022,Q3,35565559,46889682733.19162
Western Region,Maharashtra,440015,2022,Q3,28518450,39580070888.688675
Western Region,Maharashtra,422001,2022,Q3,16584775,22892863075.667614
Western Region,Maharashtra,410501,2022,Q3,13708087,12394610913.096243
Western Region,Maharashtra,411057,2022,Q3,13233019,11257700083.431376
Western Region,Maharashtra,444510,2022,Q3,12876808,23786716614.652943
Western Region,Maharashtra,411014,2022,Q3,12461317,10734695463.204502
Western Region,Maharashtra,411033,2022,Q4,263248580,298971294541.89966
Western Region,Maharashtra,400070,2022,Q4,180508440,226320223720.06732
Western Region,Maharashtra,400008,2022,Q4,49240020,65927005243.35176
Western Region,Maharashtra,440015,2022,Q4,33001619,46646510285.455376
Western Region,Maharashtra,422001,2022,Q4,29230434,40043689994.83023
